Code,SampleDate,N,PMMoV,CaseCount,PopulationSize,Flow,OneVaxCount,FullVaxCount,CaseCount_Lag1,CaseCount_Lag2,CaseCount_Lead1,CaseCount_Lead2,N_Lag1,N_Lag2,PMMoV_Lag1,PMMoV_Lag2,Flow_Lag1,Flow_Lag2
RC,9/18/2022,0.211183425,53527016074,0.001414163,123041,11.005,0.889727814,0.835656407,0.001259743,0.001097195,0.001389781,0.00126787,0.194191141,0.201055344,1.35E+11,61764979940,10.73,11.27
RC,9/25/2022,0.307993086,1.40E+11,0.001389781,123041,10.285,0.890857519,0.836428508,0.001414163,0.001259743,0.00126787,0.001373526,0.211183425,0.194191141,53527016074,1.35E+11,11.005,10.73
RC,10/2/2022,0.340604164,1.03E+11,0.00126787,123041,10.465,0.891962842,0.837314391,0.001389781,0.001414163,0.001373526,0.000934648,0.307993086,0.211183425,1.40E+11,53527016074,10.285,11.005
RC,10/9/2022,0.193459973,46136545026,0.001373526,123041,10.42,0.893108801,0.838200275,0.00126787,0.001389781,0.000934648,0.000975285,0.340604164,0.307993086,1.03E+11,1.40E+11,10.465,10.285
SD,4/24/2022,0.154278341,3120270.594,0.00167302,130901,10.215,0.600438499,0.567123246,0.001214658,0.000572952,0.002307087,0.002566825,0.261495385,0.118125128,7244052.468,4073575.699,10,10.15
SD,5/1/2022,0.46032229,1952852032,0.002307087,130901,10.3,0.601187157,0.567826067,0.00167302,0.001214658,0.002566825,0.002742531,0.154278341,0.261495385,3120270.594,7244052.468,10.215,10
SD,5/8/2022,0.720111333,4464587.852,0.002566825,130901,10.85,0.601905257,0.568490691,0.002307087,0.00167302,0.002742531,0.002582104,0.46032229,0.154278341,1952852032,3120270.594,10.3,10.215
SD,5/15/2022,0.350682076,70098860.16,0.002742531,130901,15.9,0.602615717,0.569086562,0.002566825,0.002307087,0.002582104,0.002299448,0.720111333,0.46032229,4464587.852,1952852032,10.85,10.3
SD,5/22/2022,0.389337421,146656215.6,0.002582104,130901,13.15,0.603456047,0.56981994,0.002742531,0.002566825,0.002299448,0.002200136,0.350682076,0.720111333,70098860.16,4464587.852,15.9,10.85
SD,5/29/2022,0.37214649,178320876.6,0.002299448,130901,13.5,0.604051917,0.570392892,0.002582104,0.002742531,0.002200136,0.001833447,0.389337421,0.350682076,146656215.6,70098860.16,13.15,15.9
SD,6/12/2022,0.374202601,149794834.8,0.002200136,130901,11.55,0.605488117,0.571790895,0.002299448,0.002582104,0.001833447,0.001955676,0.37214649,0.389337421,178320876.6,146656215.6,13.5,13.15
SD,6/19/2022,0.327932986,73070418.61,0.001833447,130901,11,0.604601951,0.570706106,0.002200136,0.002299448,0.001955676,0.002139021,0.374202601,0.37214649,149794834.8,178320876.6,11.55,13.5
SD,6/26/2022,0.369565263,31309909276,0.001955676,130901,13.65,0.605350608,0.571225583,0.001833447,0.002200136,0.002139021,0.002108464,0.327932986,0.374202601,73070418.61,149794834.8,11,11.55
SD,7/3/2022,0.30491323,54521005099,0.002139021,130901,12.3,0.608276484,0.573448637,0.001955676,0.001833447,0.002108464,0.002543907,0.369565263,0.327932986,31309909276,73070418.61,13.65,11
SD,7/10/2022,0.399226811,73710899468,0.002108464,130901,11.6,0.609445306,0.574029228,0.002139021,0.001955676,0.002543907,0.002796006,0.30491323,0.369565263,54521005099,31309909276,12.3,13.65
SD,7/17/2022,0.282691088,1.61E+11,0.002543907,130901,11.3,0.610545374,0.574464672,0.002108464,0.002139021,0.002796006,0.002620301,0.399226811,0.30491323,73710899468,54521005099,11.6,12.3
SD,7/24/2022,0.36458382,10423760933,0.002796006,130901,11.5,0.609819635,0.573433358,0.002543907,0.002108464,0.002620301,0.002414038,0.282691088,0.399226811,1.61E+11,73710899468,11.3,11.6
SD,7/31/2022,0.34864771,89747887720,0.002620301,130901,10.65,0.612531608,0.575641133,0.002796006,0.002543907,0.002414038,0.002589743,0.36458382,0.282691088,10423760933,1.61E+11,11.5,11.3
SD,8/7/2022,0.325129028,1.43E+11,0.002414038,130901,10.65,0.611721836,0.574395918,0.002620301,0.002796006,0.002589743,0.002711973,0.34864771,0.36458382,89747887720,10423760933,10.65,11.5
SD,8/14/2022,0.608295452,67297252640,0.002589743,130901,10.45,0.614387973,0.576542578,0.002414038,0.002620301,0.002711973,0.001955676,0.325129028,0.34864771,1.43E+11,89747887720,10.65,10.65
SD,8/21/2022,0.549707959,79482295590,0.002711973,130901,10.7,0.615388729,0.576970382,0.002589743,0.002414038,0.001955676,0.001405642,0.608295452,0.325129028,67297252640,1.43E+11,10.45,10.65
SD,8/28/2022,0.288682853,69689039100,0.001955676,130901,10.7,0.616358928,0.577428744,0.002711973,0.002589743,0.001405642,0.001657741,0.549707959,0.608295452,79482295590,67297252640,10.7,10.45
SD,9/4/2022,0.26447477,1.20E+11,0.001405642,130901,10.55,0.617031192,0.577841269,0.001955676,0.002711973,0.001657741,0.001619545,0.288682853,0.549707959,69689039100,79482295590,10.7,10.7
SD,9/11/2022,0.240200783,98516907064,0.001657741,130901,10.2,0.617840964,0.578567009,0.001405642,0.001955676,0.001619545,0.001405642,0.26447477,0.288682853,1.20E+11,69689039100,10.55,10.7
SD,9/18/2022,0.239514015,76240543579,0.001619545,130901,10.3,0.618666015,0.579117043,0.001657741,0.001405642,0.001405642,0.001497315,0.240200783,0.26447477,98516907064,1.20E+11,10.2,10.55
SD,9/25/2022,0.219680771,1.37E+11,0.001405642,130901,9.9,0.619407033,0.579735831,0.001619545,0.001657741,0.001497315,0.001634823,0.239514015,0.240200783,76240543579,98516907064,10.3,10.2
SD,10/2/2022,0.26899254,71920962168,0.001497315,130901,9.9,0.620079297,0.580262947,0.001405642,0.001619545,0.001634823,0.00203207,0.219680771,0.239514015,1.37E+11,76240543579,9.9,10.3
SD,10/9/2022,0.312992839,40586295817,0.001634823,130901,9.7,0.620766839,0.580774784,0.001497315,0.001405642,0.00203207,0.001833447,0.26899254,0.219680771,71920962168,1.37E+11,9.9,9.9
SN,4/24/2022,0.143723815,1450100.045,0.002215026,243338,20.97,0.807124247,0.766863375,0.001631476,0.001154772,0.003016381,0.002991723,0.054642543,0.048825184,1450100.045,1450100.045,21,20.975
SN,5/1/2022,0.432443254,2970148.534,0.003016381,243338,20.79,0.807674921,0.767512678,0.002215026,0.001631476,0.002991723,0.002646525,0.143723815,0.054642543,1450100.045,1450100.045,20.97,21
SN,5/8/2022,0.134883927,1450100.045,0.002991723,243338,22.69,0.808311895,0.768116776,0.003016381,0.002215026,0.002646525,0.002412283,0.432443254,0.143723815,2970148.534,1450100.045,20.79,20.97
SN,5/15/2022,0.173766969,169103702.7,0.002646525,243338,21.565,0.808961198,0.768778407,0.002991723,0.003016381,0.002412283,0.002309545,0.134883927,0.432443254,1450100.045,2970148.534,22.69,20.79
SN,5/22/2022,0.178847724,195577392.7,0.002412283,243338,20.785,0.809807757,0.769448257,0.002646525,0.002991723,0.002309545,0.002280778,0.173766969,0.134883927,169103702.7,1450100.045,21.565,22.69
SN,5/29/2022,0.17581851,125971961.7,0.002309545,243338,20.78333333,0.810424184,0.770027698,0.002412283,0.002646525,0.002280778,0.002079412,0.178847724,0.173766969,195577392.7,169103702.7,20.785,21.565
SN,6/5/2022,0.135081874,101103729.3,0.002280778,243338,20.89777778,0.811052939,0.770660563,0.002309545,0.002412283,0.002079412,0.002030098,0.17581851,0.178847724,125971961.7,195577392.7,20.78333333,20.785
SN,6/12/2022,0.177809755,33924734.92,0.002079412,243338,20.92777778,0.81171046,0.771305756,0.002280778,0.002309545,0.002030098,0.002108179,0.135081874,0.17581851,101103729.3,125971961.7,20.89777778,20.78333333
SN,6/19/2022,0.124240979,41277196.91,0.002030098,243338,20.72857143,0.812828247,0.77194273,0.002079412,0.002280778,0.002108179,0.00175887,0.177809755,0.135081874,33924734.92,101103729.3,20.92777778,20.89777778
SN,6/26/2022,0.065385223,4821294045,0.002108179,243338,20.20428571,0.814915878,0.772378338,0.002030098,0.002079412,0.00175887,0.001968455,0.124240979,0.177809755,41277196.91,33924734.92,20.72857143,20.92777778
SN,7/3/2022,0.064489038,33781856406,0.00175887,243338,20.02285714,0.816756939,0.77286326,0.002108179,0.002030098,0.001968455,0.002030098,0.065385223,0.124240979,4821294045,41277196.91,20.20428571,20.72857143
SN,7/10/2022,0.097603573,34112153006,0.001968455,243338,20.58285714,0.818478824,0.773294759,0.00175887,0.002108179,0.002030098,0.002038317,0.064489038,0.065385223,33781856406,4821294045,20.02285714,20.20428571
SN,7/17/2022,0.113624712,1.61E+11,0.002030098,243338,20.56571429,0.81993359,0.773800228,0.001968455,0.00175887,0.002038317,0.001935579,0.097603573,0.064489038,34112153006,33781856406,20.58285714,20.02285714
SN,7/24/2022,0.117232248,87479394200,0.002038317,243338,20.30142857,0.821273291,0.77437145,0.002030098,0.001968455,0.001935579,0.001725994,0.113624712,0.097603573,1.61E+11,34112153006,20.56571429,20.58285714
SN,7/31/2022,0.088081828,21795288342,0.001935579,243338,20.56,0.822567786,0.774835825,0.002038317,0.002030098,0.001725994,0.00184928,0.117232248,0.113624712,87479394200,1.61E+11,20.30142857,20.56571429
SN,8/7/2022,0.10164948,78679658140,0.001725994,243338,20.33142857,0.823907487,0.775328966,0.001935579,0.002038317,0.00184928,0.00167668,0.088081828,0.117232248,21795288342,87479394200,20.56,20.30142857
SN,8/14/2022,0.116701127,42369845748,0.00184928,243338,20.24714286,0.825017054,0.775842655,0.001725994,0.001935579,0.00167668,0.001347919,0.10164948,0.088081828,78679658140,21795288342,20.33142857,20.56
SN,8/21/2022,0.093207766,64029034540,0.00167668,243338,20.13285714,0.825982789,0.776364563,0.00184928,0.001725994,0.001347919,0.001027378,0.116701127,0.10164948,42369845748,78679658140,20.24714286,20.33142857
SN,8/28/2022,0.057113213,56061876620,0.001347919,243338,20.49428571,0.826878663,0.776787842,0.00167668,0.00184928,0.001027378,0.001298605,0.093207766,0.116701127,64029034540,42369845748,20.13285714,20.24714286
SN,9/4/2022,0.054419249,1.28E+11,0.001027378,243338,19.80142857,0.82757317,0.777322079,0.001347919,0.00167668,0.001298605,0.001183539,0.057113213,0.093207766,56061876620,64029034540,20.49428571,20.13285714
SN,9/11/2022,0.11745706,1.61E+11,0.001298605,243338,20.06285714,0.828263568,0.77798371,0.001027378,0.001347919,0.001183539,0.001043816,0.054419249,0.057113213,1.28E+11,56061876620,19.80142857,20.49428571
SN,9/18/2022,0.084062804,38281966627,0.001183539,243338,19.83142857,0.829077251,0.778760407,0.001298605,0.001027378,0.001043816,0.000879435,0.11745706,0.054419249,1.61E+11,1.28E+11,20.06285714,19.80142857
SN,9/25/2022,0.039808667,62535654053,0.001043816,243338,19.52,0.829808743,0.779372724,0.001183539,0.001298605,0.000879435,0.000891764,0.084062804,0.11745706,38281966627,1.61E+11,19.83142857,20.06285714
SN,10/2/2022,0.056553274,98720864913,0.000879435,243338,19.7,0.830544346,0.779898742,0.001043816,0.001183539,0.000891764,0.000727383,0.039808667,0.084062804,62535654053,38281966627,19.52,19.83142857
SN,10/9/2022,0.025930376,56328063300,0.000891764,243338,19.65428571,0.831333372,0.780490511,0.000879435,0.001043816,0.000727383,0.000764369,0.056553274,0.039808667,98720864913,62535654053,19.7,19.52
SN,10/16/2022,0.049624661,56007387931,0.000727383,243338,19.35,0.831941579,0.780991871,0.000891764,0.000879435,0.000764369,6.58E-05,0.025930376,0.056553274,56328063300,98720864913,19.65428571,19.7
SV,4/24/2022,1.624586966,1670661.054,0.003131578,38958,2.835,0.782509369,0.750834232,0.001103753,0.001001078,0.003978644,0.003054572,0.722598787,1.044521167,1893193.07,1450100.045,2.82,2.805
SV,5/1/2022,1.737855358,10114100.77,0.003978644,38958,3.225,0.782971405,0.751193593,0.003131578,0.001103753,0.003054572,0.002053494,1.624586966,0.722598787,1670661.054,1893193.07,2.835,2.82
SV,5/8/2022,1.602614938,2165372.565,0.003054572,38958,3.24,0.783356435,0.751860978,0.003978644,0.003131578,0.002053494,0.0021305,1.737855358,1.624586966,10114100.77,1670661.054,3.225,2.835
SV,5/15/2022,1.050179754,70896897.79,0.002053494,38958,3.56,0.783818471,0.752323015,0.003054572,0.003978644,0.0021305,0.001822475,1.602614938,1.737855358,2165372.565,10114100.77,3.24,3.225
SV,5/22/2022,1.419613275,88010467.91,0.0021305,38958,3.29,0.784306176,0.753041737,0.002053494,0.003054572,0.001822475,0.002181837,1.050179754,1.602614938,70896897.79,2165372.565,3.56,3.24
SV,5/29/2022,0.940269328,110105919.3,0.001822475,38958,3.065,0.784562863,0.753606448,0.0021305,0.002053494,0.002181837,0.001334771,1.419613275,1.050179754,88010467.91,70896897.79,3.29,3.56
SV,6/5/2022,1.294003483,124864631,0.002181837,38958,2.976666667,0.784896555,0.754094153,0.001822475,0.0021305,0.001334771,0.001591457,0.940269328,1.419613275,110105919.3,88010467.91,3.065,3.29
SV,6/12/2022,0.879065831,84128750.15,0.001334771,38958,2.9075,0.785230248,0.754350839,0.002181837,0.001822475,0.001591457,0.0021305,1.294003483,0.940269328,124864631,110105919.3,2.976666667,3.065
SV,6/19/2022,0.982383804,50881053.69,0.001591457,38958,2.83,0.785666615,0.754504851,0.001334771,0.002181837,0.0021305,0.001360439,0.879065831,1.294003483,84128750.15,124864631,2.9075,2.976666667
SV,6/26/2022,1.078681301,45598773.56,0.0021305,38958,2.688571429,0.788182145,0.754966887,0.001591457,0.001334771,0.001360439,0.001514451,0.982383804,0.879065831,50881053.69,84128750.15,2.83,2.9075
SV,7/3/2022,0.998423732,76569791450,0.001360439,38958,2.677142857,0.789414241,0.755223574,0.0021305,0.001591457,0.001514451,0.001976487,1.078681301,0.982383804,45598773.56,50881053.69,2.688571429,2.83
SV,7/10/2022,0.993926527,32481205938,0.001514451,38958,2.698571429,0.790338313,0.755480261,0.001360439,0.0021305,0.001976487,0.001822475,0.998423732,1.078681301,76569791450,45598773.56,2.677142857,2.688571429
SV,7/17/2022,0.775767274,1.61E+11,0.001976487,38958,2.688571429,0.791288054,0.755967966,0.001514451,0.001360439,0.001822475,0.00192515,0.993926527,0.998423732,32481205938,76569791450,2.698571429,2.677142857
SV,7/24/2022,1.072979892,55383591360,0.001822475,38958,2.624285714,0.792212126,0.756250321,0.001976487,0.001514451,0.00192515,0.001668463,0.775767274,0.993926527,1.61E+11,32481205938,2.688571429,2.698571429
SV,7/31/2022,1.037835232,26276050063,0.00192515,38958,2.692857143,0.792776837,0.75645567,0.001822475,0.001976487,0.001668463,0.001565789,1.072979892,0.775767274,55383591360,1.61E+11,2.624285714,2.688571429
SV,8/7/2022,1.465210564,99171115940,0.001668463,38958,2.74,0.793469891,0.756763694,0.00192515,0.001822475,0.001565789,0.001488783,1.037835232,1.072979892,26276050063,55383591360,2.692857143,2.624285714
SV,8/14/2022,2.046985491,42272437814,0.001565789,38958,2.732857143,0.794265619,0.756917706,0.001668463,0.00192515,0.001488783,0.001437445,1.465210564,1.037835232,99171115940,26276050063,2.74,2.692857143
SV,8/21/2022,0.974826144,97349857100,0.001488783,38958,2.661428571,0.795035679,0.757097387,0.001565789,0.001668463,0.001437445,0.000924072,2.046985491,1.465210564,42272437814,99171115940,2.732857143,2.74
SV,8/28/2022,0.757926448,53501825338,0.001437445,38958,2.737142857,0.79560039,0.757379742,0.001488783,0.001565789,0.000924072,0.002156168,0.974826144,2.046985491,97349857100,42272437814,2.661428571,2.732857143
SV,9/4/2022,1.128836289,83266433610,0.000924072,38958,2.567142857,0.795959752,0.757662098,0.001437445,0.001488783,0.002156168,0.001463114,0.757926448,0.974826144,53501825338,97349857100,2.737142857,2.661428571
SV,9/11/2022,1.00427165,1.34E+11,0.002156168,38958,2.571428571,0.796396119,0.758226808,0.000924072,0.001437445,0.001463114,0.001591457,1.128836289,0.757926448,83266433610,53501825338,2.567142857,2.737142857
SV,9/18/2022,0.786373859,24404507707,0.001463114,38958,2.595714286,0.797474203,0.759304892,0.002156168,0.000924072,0.001591457,0.001129421,1.00427165,1.128836289,1.34E+11,83266433610,2.571428571,2.567142857
SV,9/25/2022,0.510852647,69603104781,0.001591457,38958,2.521428571,0.798244263,0.760100621,0.001463114,0.002156168,0.001129421,0.000590379,0.786373859,1.00427165,24404507707,1.34E+11,2.595714286,2.571428571
SV,10/2/2022,1.801274543,1.14E+11,0.001129421,38958,2.548571429,0.798937317,0.760845013,0.001591457,0.001463114,0.000590379,0.000795729,0.510852647,0.786373859,69603104781,24404507707,2.521428571,2.595714286
SV,10/9/2022,1.114210445,56190525962,0.000590379,38958,2.55,0.799322347,0.761307049,0.001129421,0.001591457,0.000795729,0.000333693,1.801274543,0.510852647,1.14E+11,69603104781,2.548571429,2.521428571
SV,10/16/2022,1.429610445,82766057274,0.000795729,38958,2.487142857,0.799604703,0.761589404,0.000590379,0.001129421,0.000333693,5.13E-05,1.114210445,1.801274543,56190525962,1.14E+11,2.55,2.548571429
TC,4/24/2022,0.032912518,3786833.501,0.002313013,1854291,171.97,0.766452515,0.723384841,0.001587669,0.001238209,0.003001147,0.003139745,0.025821868,0.016938876,5187564.004,11242037.55,170.59,169.92
TC,5/1/2022,0.043051304,96772130.08,0.003001147,1854291,180.065,0.767160063,0.724135532,0.002313013,0.001587669,0.003139745,0.002606926,0.032912518,0.025821868,3786833.501,5187564.004,171.97,170.59
TC,5/8/2022,0.059182533,9299555.375,0.003139745,1854291,201.27,0.767869229,0.724842002,0.003001147,0.002313013,0.002606926,0.002545987,0.043051304,0.032912518,96772130.08,3786833.501,180.065,171.97
TC,5/15/2022,0.049059217,273836099.6,0.002606926,1854291,183.065,0.768228396,0.725262648,0.003139745,0.003001147,0.002545987,0.002236974,0.059182533,0.043051304,9299555.375,96772130.08,201.27,180.065
TC,5/22/2022,0.068366902,237157627.5,0.002545987,1854291,173.995,0.769380858,0.726300241,0.002606926,0.003139745,0.002236974,0.002198684,0.049059217,0.059182533,273836099.6,9299555.375,183.065,201.27
TC,5/29/2022,0.055408401,372161317.8,0.002236974,1854291,171.225,0.769954123,0.726870809,0.002545987,0.002606926,0.002198684,0.002087051,0.068366902,0.049059217,237157627.5,273836099.6,173.995,183.065
TC,6/5/2022,0.05499572,286685620,0.002198684,1854291,166.1677778,0.770519838,0.727468342,0.002236974,0.002545987,0.002087051,0.001950611,0.055408401,0.068366902,372161317.8,237157627.5,171.225,173.995
TC,6/12/2022,0.05086731,124065009.5,0.002087051,1854291,166.07,0.771260822,0.728196923,0.002198684,0.002236974,0.001950611,0.002016404,0.05499572,0.055408401,286685620,372161317.8,166.1677778,171.225
TC,6/19/2022,0.050556201,100764318.3,0.001950611,1854291,163.8942857,0.772611203,0.728667183,0.002087051,0.002198684,0.002016404,0.001775342,0.05086731,0.05499572,124065009.5,286685620,166.07,166.1677778
TC,6/26/2022,0.028587179,14266873606,0.002016404,1854291,157.8685714,0.77491397,0.729093761,0.001950611,0.002087051,0.001775342,0.001910164,0.050556201,0.05086731,100764318.3,124065009.5,163.8942857,166.07
TC,7/3/2022,0.042927824,90582227132,0.001775342,1854291,155.28,0.776700097,0.729553776,0.002016404,0.001950611,0.001910164,0.001923646,0.028587179,0.050556201,14266873606,100764318.3,157.8685714,163.8942857
TC,7/10/2022,0.027593481,68733586188,0.001910164,1854291,159.28,0.778468428,0.730121108,0.001775342,0.002016404,0.001923646,0.00188266,0.042927824,0.028587179,90582227132,14266873606,155.28,157.8685714
TC,7/17/2022,0.030071127,1.61E+11,0.001923646,1854291,157.2628571,0.779902939,0.730507779,0.001910164,0.001775342,0.00188266,0.001850842,0.027593481,0.042927824,68733586188,90582227132,159.28,155.28
TC,7/24/2022,0.028062341,85466970920,0.00188266,1854291,155.0728571,0.78138976,0.731157623,0.001923646,0.001910164,0.001850842,0.001859471,0.030071127,0.027593481,1.61E+11,68733586188,157.2628571,159.28
TC,7/31/2022,0.035675369,52543210013,0.001850842,1854291,156.3114286,0.782713716,0.731698531,0.00188266,0.001923646,0.001859471,0.001759702,0.028062341,0.030071127,85466970920,1.61E+11,155.0728571,157.2628571
TC,8/7/2022,0.021377906,1.12E+11,0.001859471,1854291,158.5442857,0.783996687,0.732158545,0.001850842,0.00188266,0.001759702,0.00149545,0.035675369,0.028062341,52543210013,85466970920,156.3114286,155.0728571
TC,8/14/2022,0.029866794,51716831503,0.001759702,1854291,159.28,0.784630352,0.73213212,0.001859471,0.001850842,0.00149545,0.001293217,0.021377906,0.035675369,1.12E+11,52543210013,158.5442857,156.3114286
TC,8/21/2022,0.048368635,68812995760,0.00149545,1854291,156.2357143,0.786412704,0.733094752,0.001759702,0.001859471,0.001293217,0.001105544,0.029866794,0.021377906,51716831503,1.12E+11,159.28,158.5442857
TC,8/28/2022,0.016961624,78550474420,0.001293217,1854291,162.2442857,0.786878651,0.733092594,0.00149545,0.001759702,0.001105544,0.001248456,0.048368635,0.029866794,68812995760,51716831503,156.2357143,159.28
TC,9/4/2022,0.023563573,1.61E+11,0.001105544,1854291,155.97,0.788134656,0.734040666,0.001293217,0.00149545,0.001248456,0.001151923,0.016961624,0.048368635,78550474420,68812995760,162.2442857,156.2357143
TC,9/11/2022,0.014353464,1.61E+11,0.001248456,1854291,155.7371429,0.789091356,0.73500923,0.001105544,0.001293217,0.001151923,0.001016022,0.023563573,0.016961624,1.61E+11,78550474420,155.97,162.2442857
TC,9/18/2022,0.013255264,53092740346,0.001151923,1854291,153.1614286,0.789969859,0.735901215,0.001248456,0.001105544,0.001016022,0.000976654,0.014353464,0.023563573,1.61E+11,1.61E+11,155.7371429,155.97
TC,9/25/2022,0.014120409,1.28E+11,0.001016022,1854291,150.3757143,0.790736729,0.736640581,0.001151923,0.001248456,0.000976654,0.000841831,0.013255264,0.014353464,53092740346,1.61E+11,153.1614286,155.7371429
TC,10/2/2022,0.023003328,1.51E+11,0.000976654,1854291,149.3071429,0.791489577,0.737345972,0.001016022,0.001151923,0.000841831,0.000879581,0.014120409,0.013255264,1.28E+11,53092740346,150.3757143,153.1614286
TC,10/9/2022,0.013815048,87628879052,0.000841831,1854291,148.43,0.792220854,0.738003366,0.000976654,0.001016022,0.000879581,0.000759859,0.023003328,0.014120409,1.51E+11,1.28E+11,149.3071429,150.3757143
TC,10/16/2022,0.016301157,79685481604,0.000879581,1854291,147.3571429,0.792923009,0.738645121,0.000841831,0.000976654,0.000759859,9.33E-05,0.013815048,0.023003328,87628879052,1.51E+11,148.43,149.3071429
TR,4/24/2022,3.849542427,4042117.568,0.002467042,12971,3.0945,0.587310153,0.562331355,0.002312852,0.000848046,0.002389947,0.002158662,0.794123509,0.499933716,10818025.24,9839621.372,1.233,0.9805
TR,5/1/2022,1.151121615,829073609.4,0.002389947,12971,2.579,0.587849819,0.562948115,0.002467042,0.002312852,0.002158662,0.002775422,3.849542427,0.794123509,4042117.568,10818025.24,3.0945,1.233
TR,5/8/2022,0.598070336,4696121.558,0.002158662,12971,3.5285,0.588235294,0.563873256,0.002389947,0.002467042,0.002775422,0.000770951,1.151121615,3.849542427,829073609.4,4042117.568,2.579,3.0945
TR,5/15/2022,1.498622507,44372593.32,0.002775422,12971,2.532,0.588620769,0.564335826,0.002158662,0.002389947,0.000770951,0.000925141,0.598070336,1.151121615,4696121.558,829073609.4,3.5285,2.579
TR,5/22/2022,0.931316673,18808750.38,0.000770951,12971,2.1355,0.589160435,0.564490016,0.002775422,0.002158662,0.000925141,0.000693856,1.498622507,0.598070336,44372593.32,4696121.558,2.532,3.5285
TR,5/29/2022,1.328443455,36553746.34,0.000925141,12971,2.9055,0.589160435,0.564798396,0.000770951,0.002775422,0.000693856,0.00030838,0.931316673,1.498622507,18808750.38,44372593.32,2.1355,2.532
TR,6/5/2022,0.368542753,31689694.9,0.000693856,12971,1.9085,0.58923753,0.565183872,0.000925141,0.000770951,0.00030838,0.000925141,1.328443455,0.931316673,36553746.34,18808750.38,2.9055,2.1355
TR,6/12/2022,8.177309055,13830930.07,0.00030838,12971,1.797,0.58954591,0.565415157,0.000693856,0.000925141,0.000925141,0.00061676,0.368542753,1.328443455,31689694.9,36553746.34,1.9085,2.9055
TR,6/19/2022,0.092930284,28218185.08,0.000925141,12971,1.7015,0.58954591,0.565492252,0.00030838,0.000693856,0.00061676,0.000770951,8.177309055,0.368542753,13830930.07,31689694.9,1.797,1.9085
TR,6/26/2022,0.675920231,7510258676,0.00061676,12971,1.89,0.58985429,0.565800632,0.000925141,0.00030838,0.000770951,0.001002236,0.092930284,8.177309055,28218185.08,13830930.07,1.7015,1.797
TR,7/3/2022,0.480225626,25447415226,0.000770951,12971,1.579,0.590548146,0.566109012,0.00061676,0.000925141,0.001002236,0.001773186,0.675920231,0.092930284,7510258676,28218185.08,1.89,1.7015
TR,7/10/2022,0.388389148,9067583584,0.001002236,12971,1.692,0.590625241,0.566263203,0.000770951,0.00061676,0.001773186,0.001773186,0.480225626,0.675920231,25447415226,7510258676,1.579,1.89
TR,7/17/2022,1.37672323,1.61E+11,0.001773186,12971,1.2095,0.591010716,0.566571583,0.001002236,0.000770951,0.001773186,0.001233521,0.388389148,0.480225626,9067583584,25447415226,1.692,1.579
TR,7/24/2022,0.929611462,14811323172,0.001773186,12971,1.391,0.591550382,0.567034153,0.001773186,0.001002236,0.001233521,0.002698327,1.37672323,0.388389148,1.61E+11,9067583584,1.2095,1.692
TR,7/31/2022,1.410686391,33935665530,0.001233521,12971,1.254,0.592475522,0.567188343,0.001773186,0.001773186,0.002698327,0.001464806,0.929611462,1.37672323,14811323172,1.61E+11,1.391,1.2095
TR,8/7/2022,1.835360136,42095358020,0.002698327,12971,1.351,0.592706807,0.567419628,0.001233521,0.001773186,0.001464806,0.001464806,1.410686391,0.929611462,33935665530,14811323172,1.254,1.391
TR,8/14/2022,2.232013662,14675945088,0.001464806,12971,1.2125,0.593015188,0.567650914,0.002698327,0.001233521,0.001464806,0.001156426,1.835360136,1.410686391,42095358020,33935665530,1.351,1.254
TR,8/21/2022,4.484224641,68483783700,0.001464806,12971,1.153,0.593246473,0.567959294,0.001464806,0.002698327,0.001156426,0.001002236,2.232013662,1.835360136,14675945088,42095358020,1.2125,1.351
TR,8/28/2022,0.832094181,42087913854,0.001156426,12971,1.0805,0.593709043,0.568113484,0.001464806,0.001464806,0.001002236,0.001002236,4.484224641,2.232013662,68483783700,14675945088,1.153,1.2125
TR,9/4/2022,0.681864791,43027606000,0.001002236,12971,1.064,0.593863233,0.568190579,0.001156426,0.001464806,0.001002236,0.001233521,0.832094181,4.484224641,42087913854,68483783700,1.0805,1.153
TR,9/11/2022,0.878606075,14671498404,0.001002236,12971,0.985,0.594402899,0.568267674,0.001002236,0.001156426,0.001233521,0.002621232,0.681864791,0.832094181,43027606000,42087913854,1.064,1.0805
TR,9/18/2022,1.357337194,20424885286,0.001233521,12971,1.2445,0.594634184,0.568421864,0.001002236,0.001002236,0.002621232,0.001387711,0.878606075,0.681864791,14671498404,43027606000,0.985,1.064
TR,9/25/2022,0.743206954,43124316283,0.002621232,12971,1.182,0.594865469,0.568730244,0.001233521,0.001002236,0.001387711,0.001156426,1.357337194,0.878606075,20424885286,14671498404,1.2445,0.985
TR,10/2/2022,1.688987499,44785373206,0.001387711,12971,1.306,0.594942564,0.56896153,0.002621232,0.001233521,0.001156426,0.001002236,0.743206954,1.357337194,43124316283,20424885286,1.182,1.2445
TR,10/9/2022,1.083579368,23577303539,0.001156426,12971,1.32,0.594942564,0.56896153,0.001387711,0.002621232,0.001002236,0.001079331,1.688987499,0.743206954,44785373206,43124316283,1.306,1.182
WA,4/24/2022,0.458992466,1450100.045,0.001905092,34644,4.0675,0.6326348,0.606973791,0.001674172,0.001270061,0.002309202,0.003550398,0.273786732,0.32060566,1450100.045,1450100.045,4.199,3.4005
